"SUM_checkouts","publicationyear"
"2","[ 2016]"
"250","[2016?]"
"8","[2016.]"
"277405","[2016]"
"4120","[2016]."
"219","©2016"
"3","© 2016"
"905","©2016."
"2","℗2016"
"226","℗2016."
"8","2016 ."
"9","2016-"
"5","2016,"
"177551","2016."
"37","2016]"
"14","[2016, 1966]"
"26","℗©2016, 1983."
"10","[2016], 1993."
"5","[2016], ©1997."
"13","2016, ©1998."
"26","2016, 2002."
"8","[2016], ©2005"
"23","[2016?], ©2006."
"12","[2016], 2006."
"45","2016, ©2011."
"37","[2016], 2014."
"30","[2016], 2015."
"3","©2016, ©2015"
"3","2016, ©2015."
"5","[2016], ©2016."
"10","℗2016, ©2016"
"2","[2016-2017?]"
"23","[2016], c1986."
"26","[2016], c1992."
"29","2016, c1992."
"6","[2016], c1995."
"29","2016, c1997."
"14","[2016?], c2000."
"20","2016, c2000."
"4","2016, c2002."
"6","2016, c2003."
"37","2016, c2004."
"24","2016, c2005."
"43","[2016], c2006."
"29","2016, c2009."
"23","[2016], c2011."
"36","2016, c2011."
"14","[2016], c2013."
"22","2016, c2013."
"80","[2016], c2014."
"53","2016, c2014."
"133","[2016], c2015."
"2","2016, [c2015]"
"155","2016, c2015."
"2","[2016, c2016]"
"2","2016 nian 2 yue."
"423916","2017"
"2","`2017."
"468","[2017?]"
"4","[2017.]"
"408111","[2017]"
"4799","[2017]."
"420","©2017"
"180","© 2017"
"12","©2017-"
"2195","©2017."
"422","℗2017."
"57","2[017]"
"236952","2017."
"1","2017.03."
"103","2017, ©1999."
"18","[2017], ©2002."
"21","℗2017, 2003."
"34","[2017?], ©2005."
"3","[2017], ©2006."
"2","2017, ©2012."
"31","[2017], 2015."
"10","[2017], ℗2016."
"7","2017, ©2016."
"2","2017, 2016."
"2","2017. 2017."
"4","2017.5."
"4","2017, c005."
"103","2017, c1968."
"52","2017, c1976."
"6","2017, c1997."
"6","[2017], c2000."
"8","2017, c2004."
"10","2017, c2005."
"44","2017, c2006."
"9","[2017, c2007]"
"6","2017, c2008."
"34","2017, c2009."
"9","2017, c2010."
"26","[2017], c2011."
"3","2017, c2012."
"7","[2017], c2013"
"43","[2017], c2013."
"52","[2017], c2015."
"9","2017, c2015"
"23","2017, c2015."
"104","[2017], c2016."
"17","2017, [c2016]"
"31","2017, c2016."
"2","[2017], c2018."
"609841","2018"
"308","[ 2018]"
"4","[©2018]"
"446","[2018?]"
"73","[2018."
"17","[2018.]"
"698485","[2018]"
"2959","[2018]."
"1105","©2018"
"91","© 2018"
"1140","©2018."
"29","®2018."
"64","℗2018"
"412","℗2018."
"16","2018-"
"9","2018?]"
"362366","2018."
"40","2018]"
"71","©2018, ©1959"
"28","©2018, ℗1973."
"19","[2018], ©1992."
"7","2018, ©2003."
"32","2018, ©2006."
"12","2018, ©2010."
"5","[2018], ©2012."
"216","[2018], ©2013."
"4","2018, ©2013."
"8","[2018], ©2014"
"6","2018, ©2014."
"23","[2018], ©2017."
"36","[2018], 2017."
"83","2018, ©2017."
"10","2018, c2005."
"18","[2018], c2008."
"2","2018, c2008."
"20","2018, c2010."
"30","[2018], c2014."
"6","2018, c2015."
"125","[2018], c2016."
"80","2018, c2016."
"10","[2018], c2017"
"243","[2018], c2017."
"615","2018, c2017."
"458340","2019"
"5","[ 2019?]"
"4","[ 2019]"
"178","[2019 ]"
"64","[2019?]"
"142","[2019.]"
"570408","[2019]"
"4","[2019]`"
"2644","[2019]."
"325","©2019"
"1","© 2019"
"284","©2019."
"43","℗2019."
"12","2019,"
"10","2019?]"
"371377","2019."
"35","20190219"
"15","[2019]1"
"7","2019, ©2013."
"4","[2019], 2016."
"57","[2019], ©2017."
"577","2019, ©2017."
"427","[2019], ©2018."
"175","©2019, [2018]"
"10","©2019, 2018."
"55","2019, ©2018."
"2","[2019], ©2020."
"31","2019, c1974."
"5","2019, c2006."
"4","[2019], c2015."
"10","2019, c2015."
"3","2019, c2016."
"44","[2019], c2017."
"1","2019, c2017."
"138","[2019], c2018."
"40","2019, [c2018]"
"161","2019, c2018."
"4","2020"
"1166","[2020]"
"14","©2020."
"564","2020."
"2","[2020], ©2020."
"2","[20xx]"
"4","21 cm."
"1","24 cm."
"6","4 3/4 in."
"6","[994?]"
"1","AAFS L1."
"9","abril de 2018."
"1","a Cengage Company, 2017."
"2","agosto de 2013."
"2","AM & Shawn Lee. [2015]"
"19","Andrews McMeel Publishing, [2019]"
"1","April 2018."
"1","aprile 2016."
"3","aprile 2017."
"1","avril 2017."
"1","avril 2018."
"4","[between 1800-1899?]"
"2","[between 1800-1899]"
"2","[between 1840-1849?]"
"6","[between 1880-1889?]"
"1","[between 1880-1889]"
"2","[between 1890-1899?]"
"3","[between 1900-1909?]"
"51","[between 1900-1999?]"
"104","[between 1900-1999]"
"1","[between 1900-1999],"
"2","[between 1900-1999]."
"1","[between 1900 and 1999?]"
"1","[between 1900 and 1999]"
"5","[between 1910-1919?]"
"2","[between 1910-1919]"
"3","[between 1920-1929?]"
"1","[between 1920-1929]"
"3","[between 1930-1939?]"
"5","[between 1940-1949?]"
"1","[between 1940-1949?], c1907."
"17","[between 1950-1959?]"
"1","[between 1950-1959?]-"
"1","[between 1950-1959?]."
"2","[between 1950-1959]"
"2","[between 1950-1959?], c1920."
"1","[between 1950 and 1976]"
"16","[between 1960-1969?]"
"6","[between 1960-1969]"
"32","[between 1970-1979?]"
"6","[between 1970-1979]"
"2","[between 1970-1979]-1975."
"2","[between 1970-1979?], c1893."
"1","[between 1970-1979?], c1931."
"1","[between 1970-1979?], c1945."
"2","[between 1970-1979?], c1964."
"1","[between 1978 and 1985]"
"484","[between 1980-1989?]"
"1","[between 1980-1989?]-"
"4","[between 1980-1989?]."
"176","[between 1980-1989]"
"1","[between 1980-1989]."
"13","[between 1980-1989?], ℗1977."
"2","[between 1980-1989?], c1892."
"3","[between 1980-1989?], c1913."
"1","[between 1980-1989?], c1930."
"1","[between 1980-1989], c1930."
"2","[between 1980-1989?], c1933."
"1","[between 1980-1989?], c1938."
"1","[between 1980-1989], c1939."
"3","[between 1980-1989?], c1940."
"1","[between 1980-1989?], c1944."
"2","[between 1980-1989?], c1946."
"2","[between 1980-1989?], c1947."
"1","[between 1980-1989?], c1948."
"2","[between 1980-1989?], c1949."
"1","[between 1980-1989?], c1952."
"3","[between 1980-1989?], c1953."
"1","[between 1980-1989?], c1955."
"1","[between 1980-1989?], c1956."
"3","[between 1980-1989?], c1957."
"4","[between 1980-1989?], c1960."
"1","[between 1980-1989?], c1961."
"3","[between 1980-1989?], c1967."
"2","[between 1980-1989?], c1968."
"1","[between 1980-1989?], c1969."
"2","[between 1980-1989], c1971."
"4","[between 1980-1989?], c1974."
"4","[between 1980-1989?], c1975."
"2","[between 1980-1989?], c1976."
"3","[between 1980-1989?], c1977."
"1","[between 1980-1989], c1978."
"1","[between 1980-1989], p1951."
"4","[between 1980-1989], p1954."
"2","[between 1980-1989?], p1973."
"24","[between 1980-1989?], p1974."
"8","[between 1980-1989?], p1975."
"64","[between 1980-1989], p1978."
"42","[between 1980 and 1986]"
"9","[between 1983 and 1991]"
"28","[between 1983 and 1992], p1973."
"2","[between 1989 and 2005]"
"816","[between 1990-1999?]"
"5","[between 1990-1999?]."
"99","[between 1990-1999]"
"1","[between 1990-1999], ©1929."
"1","[between 1990-1999?], c1940."
"1","[between 1990-1999], c1943."
"1","[between 1990-1999?], c1959."
"2","[between 1990-1999?], c1965."
"85","[between 1990-1999], c1966."
"22","[between 1990-1999?], p1968."
"6","[between 1990-1999?], p1972."
"38","[between 1990-1999?], p1974."
"6","[between 1990-1999?], p1976."
"23","[between 1990-1999?], p1982."
"19","[between 1990-1999?], p1983."
"12","[between 1990 and 1995]"
"6","[between 1991 and 1993]"
"3","[between 1993 and 2004]."
"96","[between 1994 and 2002]"
"392","[between 2000-2009?]"
"41","[between 2000-2009]"
"2","[between 2000-2009?], ©1962."
"2","[between 2000-2009?], ©1973."
"1","[between 2000-2009?], c1957."
"3","[between 2000 and 2006]"
"2","[between 2000 and 2009?]"
"2","[between 2000 and 2010]."
"9","[between 2006 and 2013], c2004."
"23","[between 2010-2019?]"
"81","Burbank, CA :. [2004]"
"24","c."
"9","c016."
"1","c1882-1884."
"2","[c19--]"
"2","c1906-1909."
"2","c1910--1913."
"1","[c1914-c1916]"
"1","c1916-"
"1","c1918-1923."
"1","[c192-?]"
"1","c1923."
"3","[c1924-1930]"
"2","c1928-1930."
"1","c1935-1937."
"2","[c1937- ]"
"1","c1937-"
"3","c1939-41."
"2","c1940-67."
"2","c1942-"
"1",", c1948"
"1","c1948-<c1966 >"
"1","c1949-"
"6","c1952-"
"1","c1952-[1960]"
"3","c1952-1977."
"2","[c1953-1962]"
"1","c1953-c1966."
"2","c1954-c1957."
"7","c1955-1976."
"1","c1957."
"2","[c1957-1958]"
"2","c1958-1959."
"1","[c1958-60-]"
"9","[c1959-65]"
"2","c1963-"
"2","c1964-1970."
"3","[c1964-66]"
"1","[c.1965]"
"1","[c1966-1972]"
"2","[c1966-1979]"
"1","c1967-c1987."
"2","c1969-"
"1","[c1970-]"
"1","[c1970-1976]"
"19","c1972-"
"1","c1972-<c1983 >"
"2","c1972-<c1986 >"
"1","[c1973-]"
"1","c1973-"
"47","c1973."
"2","c1974-"
"35","c1974."
"1","c1974-c1975."
"3","c1974-c1987."
"3","c1975-1980."
"3","c1976-"
"4","c1977-"
"2","c1977-<c1987 >"
"1","c1977-<c1990 >"
"7","<c1978- >"
"4","c1978-c1985."
"1","c1978-c1986."
"1","[c1979?]"
"1","c1979-"
"8","c1979-1980."
"2","c1979-c1982."
"3","c1979-c1990."
"3","c1980-"
"1","c1980-1997."
"4","c1980-c1984."
"2","c1980-<c1985>"
"3","c1981-"
"1","c1981-1982."
"1","c1981-2010."
"1","c1981-<c1983>"
"1","c1981-c1984."
"7","c1981-c1990."
"1","c1981-c1991."
"22","c1982-"
"1","c1982."
"1","<c1983- >"
"4","c1983-"
"1","c1983."
"2","c1983-c1984."
"5","c1983-<c1988 >"
"2","c1983-<c1991 >"
"21","c1984-"
"1","c1984-1986."
"1","c1984-c1986."
"1","<c1984-c1987 >"
"27","c1985-"
"1","c1985-<c1987 >"
"1","c1985-<c1988 >"
"2","c1985-<c1990 >"
"10","c1986-"
"2","c1986-<1990>"
"3","c1986-c1988."
"5","c1987-"
"3","[c1987-1991]"
"1","c1987-c1992."
"1","<c1987-c1996 >"
"91","c1988-"
"3","c1988-1992."
"1","c1988-89."
"3","c1988-c1997."
"64","c1989-"
"8","c1989."
"3","c1989-<1995>"
"1","c1989-<c1994 >"
"1","c1989-c1995."
"4","c1990-"
"3","c1990."
"5","c1990-2009."
"18","c1991-"
"6","c1991."
"1","c1991-c1992."
"7","c1991-<c1992-c1999 >"
"1","c1991-c1993."
"2","c1991-<c1998 >"
"1","[c1992-]"
"4","c1992-"
"5","c1992."
"1","c1992-<c1996 >"
"4","c1992-<c2007>"
"1","c1992-c2009."
"12","c1993-"
"11","c1993."
"1","c1993-c1994."
"1","c1993-<c1998>."
"6","c1994-"
"12","c1994."
"2","c1994-<c1995 >"
"3","c1994-<c1997 >"
"6",",c1995"
"24","c1995-"
"17","c1995."
"1","c1995-2013."
"1","c1995-<c1996>"
"4","c1995-c1998."
"22","c1996-"
"26","c1996."
"1","c [1997]"
"15","c1997-"
"13","c1997."
"5","c1997-1999."
"10","c1998-"
"4","c1998-1999."
"23","c1998, 2015."
"1","c1998-c1999."
"4","<c1999- >"
"30","c1999-"
"7","c1999."
"8","[c200-]"
"636","c2000-"
"120","c2000."
"6","c2000, 2008."
"33","c2001-"
"1","c2001."
"24","c2002-"
"18","c2002."
"16","c2002, 2012"
"1","c. 2003."
"20","c[2003]"
"14","c2003-"
"143","c2003."
"18","c[2003], 1989."
"26","c2004-"
"28","c2004."
"1","c2004, 2005."
"1","c2004-[2007]"
"1","c 2005-"
"9","c2005-"
"315","c2005."
"42","[c2006]."
"8","c[2006]"
"17","c2006-"
"27","c2006."
"4","[c2006], 2001."
"1","c2006-c2007."
"88","c[2007?]"
"218","c2007."
"1","c2007, 2008."
"2","c2008-"
"17","c2008."
"58","c[2009]"
"12","c2009-"
"151","c2009."
"5","c2009-c2010."
"5","[c200u?]."
"26","c2010-"
"258","c2010."
"2","[c2011]."
"6","c[2011]"
"4","c2011-"
"88","c2011."
"2","c2011, 2012."
"3","c[2012]"
"6","c2012-"
"330","c2012."
"4","c2012, 2013."
"111","c2013"
"2","[c2013]"
"74","[c2013]."
"26","c[2013]"
"3463","c2013."
"3","[c2013], p2011."
"61","c2014"
"6","[c2014]"
"18","c 2014."
"9516","c2014."
"1","c2014, 2015"
"74","c2015"
"14201","c2015."
"14","c2015, [2014]"
"38","c2016"
"5","[c2016]"
"9","[c2016]."
"13575","c2016."
"7","C2016."
"23","c2017"
"6","c 2017."
"16517","c2017."
"4","c 2018."
"4490","c2018."
"464","c2019."
"4","California / [2015]"
"9","[CA Red Seal :] [2003]"
"1","c[between 1900-1999]"
"1","C.F. Peters,"
"4","Childrens books. [2000]"
"26","cp1989."
"44","cp1991."
"5","cp1993."
"5","cp1995."
"14","cp1996."
"5","cp1996, 2002."
"3","cp1997."
"160","cp1998."
"6","cp1999."
"281","cp2001."
"149","cp2002."
"15","cp2003."
"1","cp2004."
"4","cp2005."
"47","cp2006."
"31","cp2007."
"2","cp2007, [1969?]"
"7","c&p 2008."
"45","cp2008."
"2","c&p 2009."
"13","cp2009."
"24","cp2010."
"20","cp2011."
"37","cp2012."
"4","c&p 2013."
"33","cp2013."
"8","cp2014."
"3","cp2015."
"102","Culver City, Calif. : [2013]"
"96","[date of publication not identified]"
"33","[Date of publication not identified]"
"6","Distributed by Warner Home Video. [2009]"
"8","DL 2007."
"2","D.L. 2010."
"14","D.L. 2013."
"13","D.L. 2014."
"8","D.L. 2015."
"3","DL 2015, cop. 2015."
"3","D.L. 2016."
"3","DL 2016."
"5","DL 2016, cop. 2016."
"1","DL 2018."
"3","Emerald Publishing. 2019."
"1","[etc., etc]"
"1","febbraio 2017."
"3","febbraio 2018."
"11","febrero 2009."
"53","February 2019."
"1","[foreword 1975]"
"1","Franklin, TN :. [2010]"
"1","Garnet Pub.. [1996]"
"2","gennaio 2016."
"4","gennaio 2017."
"3","gennaio 2018."
"13","Georgia [2017]"
"43","Groundwood Books. 2009."
"3","Ḥamlé 2001"
"18","HarperCollins. 2014."
"5","Heisei 10 [1998]"
"3","Heisei 11 [1999]"
"1","Heisei 1 [1989]"
"9","Heisei 12 [2000]"
"9","Heisei 13 [2001]"
"5","Heisei 14 [2002]"
"18","Heisei 15 [2003]"
"5","Heisei 16 [2004]"
"6","Heisei 17 [2005]"
"13","Heisei 18 [2006]"
"1","[Heisei 18 i.e. 2006]"
"2","Heisei 19 [2007]"
"4","Heisei 20 [2008]"
"4","Heisei 20 [2011]"
"8","Heisei 21 [2009]"
"2","Heisei 2 [1990]"
"21","Heisei 22 [2010]"
"8","Heisei 23 [2011]"
"4","Heisei 24 [2012]"
"18","Heisei 25 [2013]"
"23","Heisei 26 [2014]"
"5","Heisei 26 [2014]."
"3","Heisei 28 [2016]"
"1","Heisei 29 [2017]"
"8","Heisei 29 [2017]."
"12","Heisei 30 [2018]."
"3","Heisei 4 [1992]"
"2","Heisei 5 [1993]"
"2","Heisei 6 [1994]"
"1","Heisei 7 [1995]"
"2","Heisei 8 [1996]"
"6","Heisei 9 [1997]"
"3","Inc., 2013."
"4","Inc. [2015]"
"1","[introd. 1925]"
"4","janvier 2018."
"1","janvier 2019."
"1","Juillet 2018."
"11","juin 2018."
"2","July 2018."
"4","June 2013."
"19","June 2014."
"1","junio 2016."
"1","Junio, 2016."
"1","junio de 2017."
"1","[l964]"
"1","luglio 2018."
"3","maggio 2017."
"7","mai 2018."
"1","März 2015."
"1","März 2017."
"2","März 2018"
"2","März 2018."
"6","marzo 2017."
"4","marzo 2018."
"1","marzo de 2019."
"1","Maskaram 2007 ʻĀ.Me. [September 2014]"
"3","mayo de 2016."
"1","Minguo 100 [2011]"
"7","[Minguo] 102 [2013]"
"1","/[Minguo] 103 [2014]"
"2","[Minguo] 104 [2015]"
"8","Minguo 106 [2017]."
"1","Min guo 63 [1974]"
"2","Min guo 64 [1975]"
"1","min guo 65 [1976]"
"1","min guo 68 [1979]"
"2","Min guo 68 [1979]"
"3","min guo 68-70 [1979-1981]"
"1","min guo 69 [1980]"
"3","min guo 71 [1982]"
"7","min guo 72 [1983]"
"1","Min guo 72 [1983]"
"2","min guo 72 [1984]"
"3","min guo 73 [1984]"
"1","min guo 74 [1985]"
"3","min guo 75 [1986]"
"2","Min guo 75 [1986]"
"1","min guo 76 [1987]"
"6","min guo 77 [1988]"
"3","Min guo 77 [1988]"
"3","min guo 78 [1989]"
"1","[Min guo] 78 [1989]"
"11","Min guo 78 [1989]"
"4","Min guo, 78 [1989]"
"1","[min guo] 79 [1990]"
"3","min guo 79 [1990]"
"10","Min guo 79 [1990]"
"1","min guo 80 [1991]"
"10","Min guo 80 [1991]"
"1","[min guo 81 [1992]"
"3","min guo 81 [1992]"
"3","Min guo 81 [1992]"
"2","Minguo 81 1992."
"1","Min guo 81 [1993]"
"2","min guo 82 [1991]"
"2","min guo 82 [1993]"
"2","Min guo 82 [1993]"
"1","Minguo 82 [1993]"
"3","min guo 83 [1994]"
"4","Min guo 83 [1994]"
"5","min guo 84 [1995]"
"1","[min guo] 85 [1996]"
"2","min guo 85 [1996]"
"1","Min guo 85 [1996]"
"1","min guo 86 [1997]"
"1","min guo 88 [1999]"
"2","Minguo 89 [2000]"
"3","Min guo 90 [2001]"
"1","Minguo 91 [2002]"
"2","[Minguo]93 [2004]"
"1","[Minguo] 95 [2006]"
"2","Minguo 95 [2006]"
"2","[Minguo] 97 [2008]"
"2","Minguo97 [2008]"
"2","[Minguo] 98 [2009]"
"2","Minguo 98 [2009]"
"2","min kuo 70 [1981]"
"1","min kuo84 [1995]"
"5","Miyāzyā 2005 [April 2013]"
"1","Naval Historical Center, Dept. of the Navy :. 1993."
"1","[n.d]"
"1","New York :. 2002."
"6","New York : [2017]"
"4","Nimbal Publishing, LLC, [2016]"
"33","[not before 2015]"
"6","November 2013."
"34","November 2014."
"1","novembre 2016."
"1","Novembre 2017."
"1","novembre 2018."
"2","noviembre de 2015."
"10","noviembre de 2016."
"4","noviembre de 2018."
"201","October 2018."
"4","Octobre 2015."
"1","octubre 2014."
"2","octubre de 2015."
"2","octubre de 2017."
"1","Oktober 2018."
"1","p1977."
"1","<p1980>."
"4","p1987."
"3","p1988-1989."
"6","p[1989]"
"1","p1989, 1990."
"4","p1998, 2002."
"2","p2000, 2001."
"45","p2001, 1985."
"13","p[2005]"
"19","p2005."
"18","p2006."
"3","p2007."
"2","p[2008]"
"18","p2008."
"6","p2009."
"22","p2010."
"23","p2011."
"41","p2012."
"1443","p2013."
"653","p2014."
"2","p2014, ©2013"
"166","p2015."
"11","p 2016."
"5","p2016."
"7","[p2017]"
"7","p2017."
"4","pc1979, 2013."
"10","pc1995."
"21","pc1999."
"12","pc2000."
"13","p&c2001."
"19","pc2001."
"30","pc2002."
"30","pc2004."
"5","pc2005."
"17","pc2005, 1995."
"29","pc2007."
"10","pc2008."
"2","pc 2009."
"5","pc2009."
"5","pc2011."
"7","p&c2012."
"6","pc2012."
"22","pc2013."
"7","pc2014."
"1","pc[2015."
"14","Penguin Books,"
"1","pref. 1881."
"2","[pref. 1896]"
"4","[pref. 1918]"
"32","[Publisher not identified], [2014]"
"1","Q."
"2","Sané 2007 [June 2015]"
"1","September 2012."
"1","September 2014."
"218","September 2018."
"3","septembre 2018."
"2","septiembre 2018."
"1","septiembre de 2015."
"1","septiembre de 2018."
"2","settembre 2016."
"2","Shōwa 34 [1959]"
"1","Shōwa 40 [1965]"
"1","Shōwa 45 (1970)"
"4","Shōwa 46 [1971]"
"1","Shōwa 48 [1973]"
"2","Shōwa 52 [1977]"
"2","Shōwa 53 [1978]"
"1","Shōwa 54 [1979]"
"1","Shōwa 55 [1980]"
"4","Shōwa 56 [1981]"
"1","Shōwa 57 [1982]"
"4","Shōwa 57 [1982] (Shōwa 58 [1983] printing)"
"11","Shōwa 58 [1983]"
"6","Shōwa 58-59 [1983-1984]"
"9","Shōwa 59 [1984]"
"5","Shōwa 60 [1985]"
"3","Shōwa 61 [1986]"
"1","Shōwa61 [1986]"
"9","Shōwa 62 [1987]"
"2","Shōwa 62-63 [1987-1988]"
"4","Shōwa 63 [1988]"
"2","Square One Publishers . [2005]"
"8","Tāhśāś 2005"
"1","Ṭeqemt 2007 ʻĀmata meḥerat, October 2014."
"1","[Vorwort 1956]"
"1","Xin chao she :. 1992."
"50643",
